,code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
2277,OXB,11.8886,-15.6575,Bissau Oswaldo Vieira Airport,Bissau,Biombo,Guinea-Bissau,12515483,Africa/Bissau,0,Airports,BLANK,BLANK,,,KOXB,7,5
2278,OXF,51.831,-1.31029,Oxford Airport,Kidlington,England,United Kingdom,12518107,Europe/London,0044 1865 844 260,Airports,BLANK,http://www.oxfordairport.co.uk,,,BLANK,6,1
2279,OXR,34.1984,-119.206,Oxnard Airport,Oxnard,California,United States,12521271,America/Los_Angeles,0,Airports,BLANK,BLANK,5950.0,43.0,KOXR,1,2
2280,OYE,1.5353,11.5803,Oyem Airport,Oyem,Woleu-Ntem,Gabon,12512999,Africa/Libreville,0,Airports,BLANK,BLANK,6005.0,2158.0,BLANK,1,2
2281,OYG,3.64967,31.7239,Moyo,Moyo,Moyo,Uganda,1453837,Africa/Kampala,0,Airports,BLANK,BLANK,4260.0,3100.0,BLANK,1,1
2282,OZC,8.1822,123.841,Ozamis-Mindanao Island Airport,Ozamis City,Northern Mindanao,Philippines,12515640,Asia/Manila,0,Airports,BLANK,BLANK,3937.0,16.0,BLANK,2,2
2283,OZH,47.86,35.3212,Zaporozhye East Airport,Zaporizhzhya,Zaporiz´ka Oblast´,Ukraine,12518494,Europe/Kiev,0,Airports,BLANK,BLANK,,282.0,BLANK,3,3
2284,OZZ,30.9342,-6.9031,Ouarzazate Airport,Ouarzazate,Ouarzazate,Morocco,12514789,Africa/Casablanca,0,Airports,BLANK,BLANK,9842.0,3737.0,BLANK,2,2
2285,PAD,51.6126,8.61871,Paderborn-Lippstadt Airport,Büren,North Rhine-Westphalia,Germany,22179500,Europe/Berlin,0,Airports,BLANK,BLANK,5577.0,712.0,EDLP,23,6
2286,PAH,37.0612,-88.7672,Barkley Regional Airport,West Paducah,Kentucky,United States,12518741,America/Chicago,0,Airports,BLANK,BLANK,6499.0,410.0,KPAH,1,3
2287,PAI,12.85,102.583,Pailin Airport,Pailin,Pailin,Cambodia,12523199,Asia/Phnom_Penh,0,Airports,BLANK,BLANK,3940.0,623.0,BLANK,1,1
2288,PAP,36.4215,-83.3607,BLANK,Port Au Prince,Ouest,Haiti,96110,America/Port-au-Prince,0,Airports,BLANK,BLANK,9974.0,109.0,MTPP,12,11
2289,PAS,37.0683,25.1975,Paros Island Airport,Levkai,Notio Aigaio,Greece,12513317,Europe/Athens,0030-2284091257,Airports,BLANK,BLANK,2362.0,121.0,LGPA,1,1
2290,PAT,25.5914,85.0866,Lok Nayak Jaiprakash Airport,Patna,Bihar,India,12513651,Asia/Kolkata,0,Airports,BLANK,BLANK,6545.0,171.0,VEPT,3,5
2291,PAZ,20.6086,-97.4717,Tajin Airport,Castillo de Teayo,Veracruz-Llave,Mexico,12514968,America/Mexico_City,0,Airports,BLANK,BLANK,5905.0,453.0,MMPA,3,4
2292,PBC,19.1433,-98.3714,Puebla Airport,Tlaltenango,Puebla,Mexico,12514937,America/Mexico_City,0,Airports,BLANK,BLANK,5249.0,7118.0,MMPB,5,8
2293,PBD,21.6489,69.6567,Porbandar Airport,Porbandar,Gujarat,India,12513653,Asia/Kolkata,0,Airports,BLANK,BLANK,4500.0,21.0,BLANK,1,1
2294,PBG,44.6508,-73.4683,Plattsburgh Air Force Base,Plattsburgh,New York,United States,12521414,America/New_York,0,Military Airport,BLANK,BLANK,,,KPBG,3,2
2295,PBH,27.4033,89.4292,Paro Airport,Paro,Paro,Bhutan,12511377,Asia/Thimphu,0,Airports,BLANK,http://www.drukair.com.bt,4935.0,7332.0,KPBH,4,1
2296,PBI,26.6909,-80.0889,Palm Beach International Airport,West Palm Beach,Florida,United States,12521288,America/New_York,(561) 471-7420,Airports,BLANK,http://www.pbia.org,7989.0,19.0,KPBI,31,24
2297,PBJ,-16.2368,167.492,Malampa,Paama,Malampa,Vanuatu,20069886,Pacific/Efate,0,Airports,BLANK,BLANK,,,BLANK,2,1
2298,PBM,5.45,-55.1867,Zandery Airport,Sabakoe,Para,Suriname,12515136,America/Paramaribo,0,Airports,BLANK,BLANK,11417.0,54.0,SMJP,6,5
2299,PBO,-23.1688,117.748,Paraburdoo Airport,Paraburdoo,Western Australia,Australia,12510757,Australia/Perth,0,Airports,BLANK,BLANK,7000.0,1411.0,YPBO,2,1
2300,PBP,9.85917,-85.3692,Punta Islita Airport,Punta Islita,Guanacaste,Costa Rica,58155,America/Costa_Rica,0,Airports,BLANK,BLANK,,,BLANK,1,2
2301,PBU,27.33,97.4306,Putao Airport,Putao,Kachin State,Myanmar,12510933,Asia/Rangoon,0,Airports,BLANK,BLANK,6000.0,1500.0,BLANK,1,1
2302,PCE,57.093,-157.258,Painter Creek,Painter Creek,Alaska,United States,12799701,America/Anchorage,0,Airports,BLANK,BLANK,,,BLANK,1,1
2303,PCL,-8.3753,-74.5731,Pucallpa Airport,Callaria,Ucayali,Peru,12515216,America/Lima,0,Airports,BLANK,BLANK,8202.0,515.0,SPCL,1,3
2304,PCR,6.18333,-67.6333,Puerto Carreno Airport,Puerto Carreño,Vichada,Colombia,12523680,America/Bogota,0,Airports,BLANK,BLANK,5865.0,180.0,BLANK,2,2
2305,PDA,3.95607,-67.784,Puerto Inirida Airport,Guaviare,Guainia,Colombia,12523681,America/Bogota,0,Airports,BLANK,BLANK,5576.0,460.0,BLANK,2,2
2306,PDB,59.7868,-154.105,Pedro Bay,Pedro Bay,Alaska,United States,2469932,America/Anchorage,0,Airports,BLANK,BLANK,1800.0,45.0,BLANK,1,1
2307,PDG,-0.8794,100.352,Tabing Airport,Padang,Sumatera Barat,Indonesia,12513515,Asia/Jakarta,+62 (0)751 819123,Airports,BLANK,BLANK,7152.0,16.0,WIPT,5,7
2308,PDL,37.7375,-25.6983,Ponta Delgada Airport,Ponta Delgada,Azores,Portugal,12515454,Atlantic/Azores,0,Airports,BLANK,BLANK,5905.0,259.0,LPPD,21,5
2309,PDP,-34.9111,-54.9197,Maldonado Airport,Punta del Este,Maldonado,Uruguay,12522563,America/Montevideo,042 559777 - 042 559387,Airports,BLANK,BLANK,2133.0,95.0,SULS,2,2
2310,PDS,28.7,-100.55,Piedras Negras International Airport,Piedras Negras,Coahuila de Zaragoza,Mexico,12514933,America/Mexico_City,0,Airports,BLANK,BLANK,5577.0,980.0,MMPG,1,1
2311,PDT,45.6893,-118.839,Eastern Oregon Regional Airport,Pendleton,Oregon,United States,12521330,America/Los_Angeles,0,Airports,BLANK,BLANK,6301.0,1494.0,KPDT,2,4
2312,PDX,45.5867,-122.587,Portland International Airport,Portland,Oregon,United States,12521453,America/Los_Angeles,(+1) 877 739 4636,Airports,BLANK,http://www.flypdx.com/,11011.0,22.0,KPDX,74,43
2313,PEC,57.95,-136.233,Pelican Sea Plane Base,Pelican,Alaska,United States,2470028,America/Juneau,0,Airports,BLANK,BLANK,,1.0,BLANK,1,1
2314,PED,50.0372,15.7785,Pardubice,Pardubice,Pardubicky Kraj,Czech Republic,795793,Europe/Prague,0,Other Airport,BLANK,BLANK,,,LKPD,2,2
2315,PEE,57.9114,56.0174,Bolshesavino Airport,Perm',Permskiy Kray,Russia,12515842,Asia/Yekaterinburg,0,Airports,BLANK,BLANK,,,BLANK,12,8
2316,PEG,43.1021,12.5075,Perugia Airport,Assisi,Umbria,Italy,12513847,Europe/Rome,0,Airports,BLANK,BLANK,5020.0,686.0,BLANK,5,3
2317,PEI,4.8147,-75.745,Matecana Airport,Pereira,Risaralda,Colombia,12512397,America/Bogota,0,Airports,BLANK,BLANK,6626.0,4416.0,SKPE,7,6
2318,PEK,40.0724,116.583,Beijing Capital Airport,Shunyi,Beijing,China,12511989,Asia/Shanghai,0,Airports,BLANK,http://www.bcia.com.cn,12467.0,115.0,ZBAA,165,84
2319,PEM,-12.6128,-69.2297,Padre Aldamiz Airport,Puerto Maldonado,Madre de Dios,Peru,12515213,America/Lima,0,Airports,BLANK,BLANK,11630.0,690.0,SPTU,1,4
2320,PEN,5.2975,100.278,Penang International Airport,Batu Maung,Pulau Pinang,Malaysia,12515004,Asia/Kuala_Lumpur,604-643 4411,Airports,BLANK,http://www.malaysiaairports.com.my,11000.0,11.0,WMKP,23,24
2321,PER,-31.9336,115.961,Perth International Airport,Perth,Western Australia,Australia,12510761,Australia/Perth,0,Airports,BLANK,http://www.perthairport.com,11300.0,67.0,YPPH,46,36
2322,PES,61.8886,34.1452,Petrozavodsk Northwest Airport,Petrozavodsk,Kareliya,Russia,12516688,Europe/Moscow,0,Airports,BLANK,BLANK,,,BLANK,2,1
2323,PET,-31.7181,-52.3244,Pelotas Airport,Pelotas,Rio Grande do Sul,Brazil,12511267,America/Sao_Paulo,0,Airports,BLANK,BLANK,6503.0,59.0,BLANK,2,1
2324,PEU,15.2404,-83.7794,Puerto Lempira Airport,Puerto Lempira,Gracias a Dios,Honduras,12524366,America/Tegucigalpa,0,Airports,BLANK,BLANK,5590.0,33.0,BLANK,1,1
2325,PEW,33.9933,71.515,Peshawar Airport,Peshawar,Federally Administered Tribal Ar,Pakistan,12515258,Asia/Karachi,0092 303 6909744,Airports,BLANK,BLANK,9000.0,1180.0,OPPS,13,10
2326,PEX,65.1179,57.1095,Pechora Southwest Airport,Ukhta,Komi,Russia,12516665,Europe/Moscow,0,Airports,BLANK,BLANK,,,KPEX,2,2
2327,PEZ,53.2167,45.0,Penza,Penza,Privolzhskiy,Russian Federation,2122796,Europe/Volgograd,0,Other Airport,BLANK,BLANK,1200.0,170.0,KPEZ,3,1
2328,PFB,-28.2447,-52.3317,Lauro Kurtz Airport,Passo Fundo,Rio Grande do Sul,Brazil,12511209,America/Sao_Paulo,0,Airports,BLANK,BLANK,4281.0,2369.0,BLANK,3,2
2329,PFN,30.2071,-85.6829,Panama City Bay County Airport,Panama City,Florida,United States,12521294,America/Chicago,0,Airports,BLANK,BLANK,6314.0,21.0,KPFN,4,9
2330,PFO,34.7194,32.4847,Paphos International Airport,Paphos,Rep. Cyprus,Cyprus,12512502,Asia/Nicosia,0,Airports,BLANK,BLANK,8858.0,41.0,LCPH,28,15
2331,PFQ,39.6053,47.8758,BLANK,Parsabad,Ardabil,Iran,2255028,Asia/Tehran,0,Airports,BLANK,BLANK,,,BLANK,1,1
2332,PGA,36.9243,-111.451,Page Municipal Airport,Page,Arizona,United States,12521277,America/Phoenix,0,Airports,BLANK,BLANK,5499.0,4310.0,KPGA,2,3
2333,PGF,42.74,2.8692,Rivesaltes Airport,Perpignan,Languedoc-Roussillon,France,12512957,Europe/Paris,0,Airports,BLANK,BLANK,7546.0,144.0,LFMP,6,4
2334,PGK,-2.1606,106.141,Pangkalpinang Airport,Pangkalpinang,Bangka-Belitung,Indonesia,12513490,Asia/Jakarta,0,Airports,BLANK,BLANK,4987.0,109.0,BLANK,2,2
2335,PGM,59.35,-151.833,Port Graham,Port Graham,Alaska,United States,12799662,America/Anchorage,0,Airports,BLANK,BLANK,2245.0,93.0,BLANK,3,2
2336,PGU,36.9243,-111.451,Page Municipal Airport,Asalouyeh,BLANK,Iran,12521277,Asia/Tehran,0,Airports,BLANK,BLANK,11823.0,15.0,OIBI,4,2
2337,PGV,35.6336,-77.3808,Pitt Greenville Airport,Greenville,North Carolina,United States,12521400,America/New_York,0,Airports,BLANK,BLANK,5000.0,25.0,KPGV,1,2
2338,PGX,45.1951,0.81208,Bassillac Airport,St-Pierre,Aquitaine,France,12512852,Europe/Paris,0,Airports,BLANK,BLANK,5741.0,328.0,LFBX,1,1
2339,PHC,5.0125,6.9625,Port Harcourt International Airport,Port Harcourt,Rivers,Nigeria,12515076,Africa/Lagos,0,Airports,BLANK,BLANK,7005.0,61.0,DNPO,4,5
2340,PHE,-20.3772,118.63,Port Hedland Airport,Port Hedland,Western Australia,Australia,12510764,Australia/Perth,0,Airports,BLANK,BLANK,8200.0,28.0,YPPD,2,2
2341,PHF,37.1306,-76.5026,Newport News-Williamsburg International Airport,Newport News,Virginia,United States,12521311,America/New_York,0,Airports,BLANK,BLANK,8003.0,43.0,KPHF,7,6
2342,PHG,4.85,7.01667,Port Harcourt City,Port Harcourt,Rivers,Nigeria,1404792,Africa/Lagos,0,Airports,BLANK,BLANK,,,KPHG,2,1
2343,PHL,39.8768,-75.2419,Philadelphia International Airport,Philadelphia,Pennsylvania,United States,12521360,America/New_York,0,Airports,BLANK,http://www.phl.org,10500.0,21.0,KPHL,133,51
2344,PHO,68.3494,-166.797,Point Hope Airport,Point Hope,Alaska,United States,12521425,America/Anchorage,0,Airports,BLANK,BLANK,4000.0,14.0,PAPO,4,3
2345,PHS,16.7861,100.278,Phitsanulok Airport,Phitsanulok,Phitsanulok,Thailand,12517774,Asia/Bangkok,0,Airports,BLANK,BLANK,9843.0,145.0,BLANK,1,1
2346,PHW,-23.9336,31.1561,Hendrik Van Eck Airport,Phalaborwa,Limpopo,South Africa,12517419,Africa/Johannesburg,0,Airports,BLANK,BLANK,4491.0,1427.0,BLANK,1,1
2347,PHX,33.4376,-112.03,Sky Harbor International Airport,Phoenix,Arizona,United States,12521872,America/Phoenix,0,Airports,BLANK,http://phoenix.gov/Ahttp://phoenix.gov/aviation,11001.0,1132.0,KPHX,108,51
2348,PIA,40.6663,-89.6909,Greater Peoria Regional Airport,Peoria,Illinois,United States,12519982,America/Chicago,0,Airports,BLANK,BLANK,8000.0,660.0,KPIA,9,14
2349,PIB,31.4671,-89.3333,Pine Belt Regional Airport,Moselle,Mississippi,United States,12521381,America/Chicago,0,Airports,BLANK,BLANK,6501.0,298.0,KPIB,1,2
2350,PIE,27.9065,-82.6924,St. Petersburg-Clearwater International Airport,Clearwater,Florida,United States,12521978,America/New_York,+1 (1)727 535-7600,Airports,BLANK,http://www.stpete-clwairport.com,8800.0,10.0,KPIE,8,3
2351,PIF,22.6781,120.471,Pingdong Airport,Pingtung,Taiwan Province,Taiwan,12517951,Asia/Taipei,0,Airports,BLANK,BLANK,,,BLANK,1,1
2352,PIH,42.9056,-112.588,Pocatello Municipal Airport,Pocatello,Idaho,United States,12521423,America/Denver,0,Airports,BLANK,BLANK,9056.0,4449.0,KPIH,1,1
2353,PIK,55.5091,-4.6109,Glasgow Prestwick International Airport,Prestwick,Scotland,United Kingdom,22484413,Europe/London,0871 223 0700,Airports,BLANK,http://www.glasgowprestwick.com,9800.0,66.0,EGPK,40,9
2354,PIN,-2.6658,-56.7822,Parintins Airport,Parintins,Amazonas,Brazil,12511260,America/Manaus,0,Airports,BLANK,BLANK,5249.0,75.0,BLANK,2,1
2355,PIP,57.5631,-157.558,Pilot Point Airport,Pilot Point,Alaska,United States,12523201,America/Anchorage,0,Airports,BLANK,BLANK,3470.0,75.0,BLANK,2,1
2356,PIR,44.3801,-100.293,Pierre Municipal Airport,Pierre,South Dakota,United States,12521375,America/Chicago,0,Airports,BLANK,BLANK,6891.0,1742.0,KPIR,7,7
2357,PIS,46.5859,0.31135,Biard Airport,Vouneuil-sous-Biard,Poitou-Charentes,France,12512855,Europe/Paris,+33 (0)5 49 30 04 40,Airports,BLANK,http://www.poitiers.cci.fr/aeroport,7710.0,420.0,LFBI,4,2
2358,PIT,40.4914,-80.2328,Pittsburgh International Airport,Coraopolis,Pennsylvania,United States,12519983,America/New_York,0,Airports,BLANK,BLANK,,1204.0,KPIT,45,50
2359,PIU,-5.2022,-80.6142,Capitan Concha Airport,Piura,Piura,Peru,12515194,America/Lima,0,Airports,BLANK,BLANK,6550.0,174.0,SPUR,2,3
2360,PIW,55.5833,-97.15,Pikwitonei Airport,Nelson House,Manitoba,Canada,12524048,America/Winnipeg,0,Railway Stations,BLANK,BLANK,2200.0,630.0,BLANK,2,1
2361,PIX,38.5539,-28.4442,Pico Airport,Madalena,Azores,Portugal,12515452,Atlantic/Azores,0,Airports,BLANK,BLANK,3937.0,110.0,BLANK,2,3
2362,PIZ,69.7333,-163.017,Dew Station,Point Lay,Alaska,United States,2474589,America/Anchorage,0,Airports,BLANK,BLANK,3519.0,20.0,PPIZ,2,1
2363,PJA,62.1984,17.5514,Sweden,Pajala,BLANK,Sweden,23424954,Europe/Stockholm,0,Airports,BLANK,BLANK,,,BLANK,1,1
2364,PJG,26.9547,64.1331,Panjgur Airport,Panjgur,Balochistan,Pakistan,12515256,Asia/Karachi,0,Airports,BLANK,BLANK,5000.0,3100.0,OPPG,2,1
2365,PJM,8.53994,-83.3227,Puerto Jimenez Airport,Puerto Jiménez,Puntarenas,Costa Rica,12524317,America/Costa_Rica,0,Airports,BLANK,BLANK,2625.0,7.0,BLANK,3,2
2366,PKA,60.7049,-161.766,Alaska,Napaskiak,Alaska,United States,2347560,America/Nome,0,Airports,BLANK,BLANK,2411.0,24.0,BLANK,2,2
2367,PKB,39.3462,-81.4345,Wood County Airport-Gill Robb Wilson Field,Williamstown,West Virginia,United States,12522506,America/New_York,0,Airports,BLANK,BLANK,6781.0,858.0,KPKB,1,1
2368,PKC,53.1663,158.447,Petropavlovsk Yelizovo Airport,Elizovo,Kamchatskaya Oblast,Russia,12516681,Asia/Kamchatka,0,Airports,BLANK,BLANK,11155.0,131.0,UHPP,9,9
2369,PKE,-33.1358,148.235,Parkes Airport,Parkes,Australian Capital Territory,Australia,12510758,Australia/Sydney,0,Airports,BLANK,BLANK,5525.0,1069.0,BLANK,1,1
2370,PKG,4.21667,100.55,Pangkor Airport,Pangkor,Perak,Malaysia,12523322,Asia/Kuala_Lumpur,0,Airports,BLANK,BLANK,,,BLANK,1,1
2371,PKK,21.3333,95.1,Pakokku,Pakokku,Magway,Myanmar,1017758,Asia/Rangoon,0,Airports,BLANK,BLANK,4019.0,150.0,BLANK,1,1
2372,PKP,-8.64687,-131.787,French Polynesia,Puka Puka,BLANK,French Polynesia,23424817,Pacific/Midway,0,Airports,BLANK,BLANK,2952.0,6.0,BLANK,1,1
2373,PKR,28.2,83.9833,Pokhara Airport,Pokhara,West,Nepal,12523202,Asia/Katmandu,0,Airports,BLANK,BLANK,4809.0,2713.0,BLANK,1,2
2374,PKU,0.4642,101.439,Simpang Tiga Airport,Pekanbaru,Riau,Indonesia,12513507,Asia/Jakarta,0,Airports,BLANK,BLANK,7054.0,102.0,WIBB,6,8
2375,PKY,-2.2228,113.938,Tjilik Riwut Airport,Buntok,Kalimantan Tangah,Indonesia,12513520,Asia/Jakarta,0,Airports,BLANK,BLANK,5052.0,82.0,BLANK,1,2
2376,PKZ,15.1303,105.785,Pakse Airport,Pakxe,Champasak,Laos,12514552,Asia/Vientiane,0,Airports,BLANK,BLANK,5330.0,330.0,BLANK,4,3
2377,PLD,9.88107,-85.5507,Playa Samara Airport,Nicoya,Guanacaste,Costa Rica,12524318,America/Costa_Rica,0,Airports,BLANK,BLANK,,,KPLD,1,1
2378,PLH,50.423,-4.11154,Roborough Airport,Plymouth,England,United Kingdom,22483569,Europe/London,0,Airports,BLANK,BLANK,2490.0,488.0,EGHD,6,1
2379,PLJ,17.1929,-88.6528,Belize,Placencia,BLANK,Belize,23424760,America/Belize,0,Airports,BLANK,BLANK,,,BLANK,3,1
2380,PLM,-2.9003,104.698,Sultan Mahmud Badaruddin Ii Airport,Palembang,Sumatera Selatan,Indonesia,12513509,Asia/Jakarta,0,Airports,BLANK,BLANK,7216.0,37.0,WIPP,5,7
2381,PLN,45.571,-84.7857,Pellston Regional Airport,Pellston,Michigan,United States,12521327,America/New_York,0,Airports,BLANK,BLANK,6512.0,720.0,KPLN,2,4
2382,PLO,-34.6041,135.879,Port Lincoln Airport,Port Lincoln,South Australia,Australia,12510765,Australia/Adelaide,0,Airports,BLANK,BLANK,5020.0,36.0,BLANK,1,1
2383,PLQ,55.9661,21.0825,Palanga International,Klaipeda/Palanga,Klaipedos Apskritis,Lithuania,477139,Europe/Vilnius,0,Airports,BLANK,BLANK,,,EYPA,6,4
2384,PLS,21.7728,-72.2683,Providenciales Airport,The Bight Settlements,Providencales and West Caicos,Turks And Caicos Islands,12517843,America/Grand_Turk,0,Airports,BLANK,BLANK,7600.0,25.0,MBPV,20,11
2385,PLU,-19.8517,-43.9508,Pampulha Airport,Belo Horizonte,Minas Gerais,Brazil,12511257,America/Sao_Paulo,0,Airports,BLANK,BLANK,8327.0,2587.0,SBBH,7,1
2386,PLW,-0.917694,119.909,Mutiara Airport,Palu,Sulawesi Tengah,Indonesia,12513487,Asia/Makassar,0,Airports,BLANK,BLANK,5331.0,282.0,BLANK,3,4
2387,PLX,50.3517,80.2336,BLANK,Semipalatinsk,Shyghys Qazaqstan,Kazakhstan,2264844,Asia/Almaty,0,Airports,BLANK,BLANK,,,BLANK,2,2
2388,PLZ,-33.9861,25.6139,H F Verwoerd Airport,Port Elizabeth,Eastern Cape,South Africa,12517413,Africa/Johannesburg,0,Airports,BLANK,BLANK,6529.0,225.0,FAPE,6,12
2389,PMA,-5.2539,39.8125,Pemba Airport,Pemba,Pemba South,Tanzania,12518021,Africa/Dar_es_Salaam,0,Airports,BLANK,BLANK,5000.0,80.0,BLANK,1,1
2390,PMC,-41.4319,-73.0928,El Tepual International Airport,Los Quemas,Los Lagos,Chile,12512322,America/Santiago,0,Airports,BLANK,BLANK,8694.0,296.0,SCTE,5,6
2391,PMD,34.6294,-118.084,Air Force Plant Nr 42 Palmdale,Palmdale,California,United States,12521290,America/Los_Angeles,0,Other Airport,BLANK,BLANK,12002.0,2542.0,KPMD,1,1
2392,PME,50.8303,-1.05586,Portsmouth Airport,Portsmouth,England,United Kingdom,12523999,Europe/London,0,Other Airport,BLANK,BLANK,3481.0,12.0,BLANK,1,1
2393,PMF,44.8232,10.2949,Parma Airport,Parma,Emilia Romagna,Italy,12513845,Europe/Rome,0,Airports,BLANK,http://www.aeroportoparma.it/,7546.0,164.0,LIMP,6,4
2394,PMI,39.5495,2.73188,Palma de Mallorca Airport,Palma,Balearic Islands,Spain,23281165,Europe/Madrid,0,Airports,BLANK,BLANK,10728.0,15.0,LEPA,109,57
2395,PML,55.9833,-160.533,BLANK,Port Moller,Alaska,United States,2475435,America/Anchorage,0,Military Airport,BLANK,BLANK,3500.0,27.0,BLANK,2,1
2396,PMO,38.1822,13.1031,Palermo Airport,Cinisi,Sicily,Italy,12513842,Europe/Rome,0,Airports,BLANK,http://www.gesap.it,9842.0,65.0,LICJ,38,36
2397,PMR,-40.3227,175.611,Palmerston North Airport,Palmerston North,Manawatu Wanganui,New Zealand,12515164,Pacific/Auckland,0,Airports,BLANK,http://www.pnairport.co.nz,1.0,148.0,NZPM,5,2
2398,PMV,10.9167,-63.98,Del Caribe International Airport,Pampatar,Nueva Esparta,Venezuela,12522772,America/Caracas,0,Airports,BLANK,BLANK,10433.0,89.0,KPMV,8,7
2399,PMW,-10.2417,-48.3528,Palmas Airport,Palmas,Tocantins,Brazil,12523650,America/Sao_Paulo,0,Airports,BLANK,BLANK,6562.0,788.0,BLANK,1,3
2400,PMY,-42.7597,-65.11,El Tehuelche Airport,Puerto Madryn,Chubut,Argentina,12510492,America/Buenos_Aires,0,Airports,BLANK,BLANK,3937.0,446.0,SAVY,1,1
2401,PMZ,8.9531,-83.4703,Palmar Sur Airport,Palmar Sur,Puntarenas,Costa Rica,12512438,America/Costa_Rica,0,Airports,BLANK,BLANK,3183.0,49.0,KPMZ,2,2
2402,PNA,42.7672,-1.64017,Pamplona Airport,Noáin,Navarre,Spain,12517562,Europe/Madrid,0,Airports,BLANK,BLANK,7350.0,1506.0,KPNA,6,6
2403,PND,16.0977,-88.8303,Punta Gorda Airport,Punta Gorda,Toledo,Belize,12524035,America/Belize,0,Airports,BLANK,BLANK,2430.0,60.0,BLANK,1,1
2404,PNH,11.5458,104.849,Pochentong Airport,Phnom Penh,Phnum Penh,Cambodia,12511928,Asia/Phnom_Penh,0,Airports,BLANK,http://www.cambodia-airports.com,9842.0,39.0,VDPP,12,22
2405,PNI,6.9847,158.215,Pohnpei International Airport,Palikir,Pohnpei,Federated States of Micronesia,12512816,Pacific/Ponape,0,Airports,BLANK,BLANK,6000.0,10.0,BLANK,2,1
2406,PNK,-0.1481,109.403,Supadio Airport,Pontianak,Kalimantan Barat,Indonesia,12513512,Asia/Jakarta,0,Airports,BLANK,BLANK,5430.0,10.0,WIOO,1,3
2407,PNL,36.8185,11.963,Pantelleria Airport,Pantelleria,Sicily,Italy,12513844,Europe/Rome,0,Airports,BLANK,http://www.pantelleriairport.it/,4045.0,632.0,BLANK,4,6
2408,PNP,-8.8056,148.309,Girua Airport,Popondetta,Northern,Papua New Guinea,12515465,Pacific/Port_Moresby,0,Airports,BLANK,BLANK,3400.0,400.0,PAPN,1,1
2409,PNQ,18.5817,73.9206,Pune Airport,Pune,Maharashtra,India,12513655,Asia/Kolkata,91-020- 26691495,Airports,BLANK,http://www.aai.aero/aai/main.htm,8700.0,1934.0,BLANK,11,8
2410,PNR,-4.8128,11.8856,Pointe Noire Airport,Pointe-Noire,Kouilou,Congo,12511949,Africa/Brazzaville,0,Airports,BLANK,BLANK,6562.0,56.0,FCPP,9,12
2411,PNS,30.4761,-87.1941,Pensacola Regional Airport,Pensacola,Florida,United States,12521335,America/Chicago,0,Airports,BLANK,BLANK,7002.0,121.0,KPNS,11,15
2412,PNZ,-9.3647,-40.5658,Senador Nilo Coelho Airport,Petrolina,Pernambuco,Brazil,12511269,America/Belem,0,Airports,BLANK,BLANK,6890.0,1234.0,BLANK,2,3
2413,POA,-29.9933,-51.1708,Salgado Filho International Airport,Porto Alegre,Rio Grande do Sul,Brazil,12511298,America/Sao_Paulo,0,Airports,BLANK,BLANK,7480.0,10.0,SBPA,19,15
2414,POG,-0.7197,8.7514,Port Gentil Airport,Port-Gentil,Ogooue-Martime,Gabon,12513000,Africa/Libreville,0,Airports,BLANK,BLANK,6234.0,13.0,FOOG,3,4
2415,POL,-12.9883,40.5225,Pemba Airport,Pemba,Cabo Delgado,Mozambique,12515028,Africa/Maputo,0,Airports,BLANK,BLANK,5905.0,338.0,BLANK,5,3
2416,POM,-9.4425,147.219,Port Moresby International Airport,Port Moresby,National Capital,Papua New Guinea,12515477,Pacific/Port_Moresby,0,Airports,BLANK,BLANK,9022.0,148.0,AYPY,33,3
2417,POP,19.7575,-70.5692,Puerto Plata International Airport,San Felipe de Puerto Plata,Puerto Plata,Dominican Republic,12512619,America/Santo_Domingo,0,Airports,BLANK,BLANK,10105.0,16.0,MDPP,16,17
2418,POR,61.462,21.7988,Pori Airport,Pori,Western Finland,Finland,12523800,Europe/Helsinki,0,Airports,BLANK,BLANK,6562.0,44.0,EFPO,3,2
2419,POS,10.5936,-61.3386,Piarco Airport,Trinidad,Port of Spain,Trinidad and Tobago,12517744,America/Port_of_Spain,0,Airports,BLANK,http://www.TrinidadAirport.com,10508.0,57.0,TTPP,21,16
2420,POZ,52.4284,16.8208,Lawica Airport,Poznan,Wielkopolskie,Poland,12515333,Europe/Warsaw,0,Airports,BLANK,BLANK,8202.0,308.0,EPPO,26,10
2421,PPB,-22.1778,-51.4208,Presidente Prudente Airport,Presidente Prudente,Sao Paulo,Brazil,12511289,America/Sao_Paulo,0,Airports,BLANK,BLANK,6900.0,1477.0,BLANK,3,2
2422,PPE,31.35,-113.526,Punta Penasco Airport,Pto. Penasco,Sonora,Mexico,12514942,America/Hermosillo,(638)383-6097,Other Airport,BLANK,BLANK,4920.0,46.0,BLANK,1,1
2423,PPG,-14.3242,-170.706,Pago Pago International Airport,Pago Pago,American Samoa,United States,12523054,Pacific/Pago_Pago,0,Airports,BLANK,BLANK,9000.0,30.0,NSTU,2,2
2424,PPK,54.7833,69.1833,Petropavlovsk,Petropavlovsk,Soltustik Qazaqstan,Kazakhstan,20070174,Asia/Almaty,0,Airports,BLANK,BLANK,,,BLANK,1,1
